date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:22:42	102661/102661	---M-Z	200	added ('OK')	text/css	date:Tue,%2018%20Oct%202022%2012:27:41%20GMT	https://actionrefund.com/wp-content/themes/coelix/newservice5-styles.css?1099890158	C:/My%20Web%20Sites/Action/actionrefund.com/wp-content/themes/coelix/newservice5-styles7a0d.css	(from https://actionrefund.com/additional-9/)
17:22:43	4286/4286	---M-Z	200	added ('OK')	image/x-icon	date:Mon,%2013%20Jun%202022%2020:27:52%20GMT	https://actionrefund.com/wp-content/uploads/2022/06/favicon.ico?1049426058	C:/My%20Web%20Sites/Action/actionrefund.com/wp-content/uploads/2022/06/favicon4095.ico	(from https://actionrefund.com/additional-9/)
17:22:43	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2020%20Oct%202022%2014:22:42%20GMT	https://actionrefund.com/additional-8/%22data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQCAYAAAAf8/9hAAABHklEQVQ4EaVTO26DQBD1ohQWaS2lg9JybZ+AK7hNwx2oIoVf4UPQ0Lj1FdKktevIpel8AKNUkDcWMxpgSaIEaTVv3sx7uztiTdu2s/98DywOw3Dued4Who/M2aIx5lZV1aEsy0+qiwHELyi+Ytl0PQ69SxAxkWIA4RMRTdNsKE59juMcuZd6xIAFeZ6fGCdJ8kY4y7KAuTRNGd7jyEBXsdOPE3a0QGPsniOnnYMO67LgSQN9T41F2QGrQRRFCwyzoIF2qyBuKKbcOgPXdVeY9rMWgNsjf9ccYesJhk3f5dYT1HX9gR0LLQR30TnjkUEcx2uIuS4RnI+aj6sJR0AM8AaumPaM/rRehyWhXqbFAA9kh3/8/NvHxAYGAsZ/il8IalkCLBfNVAAAAABJRU5ErkJggg==%22	C:/My%20Web%20Sites/Action/actionrefund.com/additional-8/_data_image/png;base64,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQCAYA/9hAAABHklEQVQ4EaVTO26DQBD1ohQWaS2lg9JybZ+AK7hNw/98DywOw3Dued4Who/M2aIx5lZV1aEsy0+qiwHELyi+Ytl0PQ69S/il8IalkCLBfNVAAAAABJRU5	(from https://actionrefund.com/additional-8/)
17:22:43	186361/186361	---M--	200	added ('OK')	image/png	date:Mon,%2017%20Oct%202022%2010:42:59%20GMT	https://actionrefund.com/wp-content/uploads/2022/10/1st.png	C:/My%20Web%20Sites/Action/actionrefund.com/wp-content/uploads/2022/10/1st.png	(from https://actionrefund.com/additional-9/)
17:22:44	263840/263840	---M--	200	added ('OK')	image/png	date:Mon,%2017%20Oct%202022%2010:43:25%20GMT	https://actionrefund.com/wp-content/uploads/2022/10/Group-3.png	C:/My%20Web%20Sites/Action/actionrefund.com/wp-content/uploads/2022/10/Group-3.png	(from https://actionrefund.com/additional-9/)
17:22:44	161861/161861	---M--	200	added ('OK')	image/png	date:Mon,%2017%20Oct%202022%2010:43:28%20GMT	https://actionrefund.com/wp-content/uploads/2022/10/illustration.png	C:/My%20Web%20Sites/Action/actionrefund.com/wp-content/uploads/2022/10/illustration.png	(from https://actionrefund.com/additional-9/)
17:22:44	102661/102661	---M-Z	200	added ('OK')	text/css	date:Tue,%2018%20Oct%202022%2012:27:41%20GMT	https://actionrefund.com/wp-content/themes/coelix/newservice5-styles.css?1116236670	C:/My%20Web%20Sites/Action/actionrefund.com/wp-content/themes/coelix/newservice5-stylesbc22.css	(from https://actionrefund.com/additional-10/)
17:22:45	4286/4286	---M-Z	200	added ('OK')	image/x-icon	date:Mon,%2013%20Jun%202022%2020:27:52%20GMT	https://actionrefund.com/wp-content/uploads/2022/06/favicon.ico?1505552095	C:/My%20Web%20Sites/Action/actionrefund.com/wp-content/uploads/2022/06/faviconfd25.ico	(from https://actionrefund.com/additional-10/)
17:22:45	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2020%20Oct%202022%2014:22:44%20GMT	https://actionrefund.com/additional-9/%22data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQCAYAAAAf8/9hAAABHklEQVQ4EaVTO26DQBD1ohQWaS2lg9JybZ+AK7hNwx2oIoVf4UPQ0Lj1FdKktevIpel8AKNUkDcWMxpgSaIEaTVv3sx7uztiTdu2s/98DywOw3Dued4Who/M2aIx5lZV1aEsy0+qiwHELyi+Ytl0PQ69SxAxkWIA4RMRTdNsKE59juMcuZd6xIAFeZ6fGCdJ8kY4y7KAuTRNGd7jyEBXsdOPE3a0QGPsniOnnYMO67LgSQN9T41F2QGrQRRFCwyzoIF2qyBuKKbcOgPXdVeY9rMWgNsjf9ccYesJhk3f5dYT1HX9gR0LLQR30TnjkUEcx2uIuS4RnI+aj6sJR0AM8AaumPaM/rRehyWhXqbFAA9kh3/8/NvHxAYGAsZ/il8IalkCLBfNVAAAAABJRU5ErkJggg==%22	C:/My%20Web%20Sites/Action/actionrefund.com/additional-9/_data_image/png;base64,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQCAYA/9hAAABHklEQVQ4EaVTO26DQBD1ohQWaS2lg9JybZ+AK7hNw/98DywOw3Dued4Who/M2aIx5lZV1aEsy0+qiwHELyi+Ytl0PQ69S/il8IalkCLBfNVAAAAABJRU5	(from https://actionrefund.com/additional-9/)
17:22:45	264353/264353	---M--	200	added ('OK')	image/png	date:Mon,%2017%20Oct%202022%2010:43:13%20GMT	https://actionrefund.com/wp-content/uploads/2022/10/Frame-9.png	C:/My%20Web%20Sites/Action/actionrefund.com/wp-content/uploads/2022/10/Frame-9.png	(from https://actionrefund.com/additional-10/)
17:22:45	102661/102661	---M-Z	200	added ('OK')	text/css	date:Tue,%2018%20Oct%202022%2012:27:41%20GMT	https://actionrefund.com/wp-content/themes/coelix/newservice5-styles.css?1053631843	C:/My%20Web%20Sites/Action/actionrefund.com/wp-content/themes/coelix/newservice5-styles1518.css	(from https://actionrefund.com/additional-11/)
17:22:46	4286/4286	---M-Z	200	added ('OK')	image/x-icon	date:Mon,%2013%20Jun%202022%2020:27:52%20GMT	https://actionrefund.com/wp-content/uploads/2022/06/favicon.ico?1601694561	C:/My%20Web%20Sites/Action/actionrefund.com/wp-content/uploads/2022/06/favicon0ec5.ico	(from https://actionrefund.com/additional-11/)
17:22:46	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2020%20Oct%202022%2014:22:45%20GMT	https://actionrefund.com/additional-10/%22data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQCAYAAAAf8/9hAAABHklEQVQ4EaVTO26DQBD1ohQWaS2lg9JybZ+AK7hNwx2oIoVf4UPQ0Lj1FdKktevIpel8AKNUkDcWMxpgSaIEaTVv3sx7uztiTdu2s/98DywOw3Dued4Who/M2aIx5lZV1aEsy0+qiwHELyi+Ytl0PQ69SxAxkWIA4RMRTdNsKE59juMcuZd6xIAFeZ6fGCdJ8kY4y7KAuTRNGd7jyEBXsdOPE3a0QGPsniOnnYMO67LgSQN9T41F2QGrQRRFCwyzoIF2qyBuKKbcOgPXdVeY9rMWgNsjf9ccYesJhk3f5dYT1HX9gR0LLQR30TnjkUEcx2uIuS4RnI+aj6sJR0AM8AaumPaM/rRehyWhXqbFAA9kh3/8/NvHxAYGAsZ/il8IalkCLBfNVAAAAABJRU5ErkJggg==%22	C:/My%20Web%20Sites/Action/actionrefund.com/additional-10/_data_image/png;base64,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQCAYA/9hAAABHklEQVQ4EaVTO26DQBD1ohQWaS2lg9JybZ+AK7hNw/98DywOw3Dued4Who/M2aIx5lZV1aEsy0+qiwHELyi+Ytl0PQ69/il8IalkCLBfNVAAAAABJRU5	(from https://actionrefund.com/additional-10/)
17:22:46	269681/269681	---M--	200	added ('OK')	image/png	date:Mon,%2017%20Oct%202022%2010:43:14%20GMT	https://actionrefund.com/wp-content/uploads/2022/10/Frame-11.png	C:/My%20Web%20Sites/Action/actionrefund.com/wp-content/uploads/2022/10/Frame-11.png	(from https://actionrefund.com/additional-11/)
17:22:47	416351/416351	---M--	200	added ('OK')	image/png	date:Mon,%2017%20Oct%202022%2010:43:17%20GMT	https://actionrefund.com/wp-content/uploads/2022/10/Frame-12.png	C:/My%20Web%20Sites/Action/actionrefund.com/wp-content/uploads/2022/10/Frame-12.png	(from https://actionrefund.com/additional-11/)
17:22:47	109468/109468	---M-Z	200	added ('OK')	text/css	date:Tue,%2018%20Oct%202022%2012:15:25%20GMT	https://actionrefund.com/wp-content/themes/coelix/newmain8-styles.css?1077649593	C:/My%20Web%20Sites/Action/actionrefund.com/wp-content/themes/coelix/newmain8-styles0644.css	(from https://actionrefund.com/new-action-testimonials/)
17:22:47	4286/4286	---M-Z	200	added ('OK')	image/x-icon	date:Mon,%2013%20Jun%202022%2020:27:52%20GMT	https://actionrefund.com/wp-content/uploads/2022/06/favicon.ico?790924369	C:/My%20Web%20Sites/Action/actionrefund.com/wp-content/uploads/2022/06/favicondfd6.ico	(from https://actionrefund.com/new-action-testimonials/)
17:22:47	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2020%20Oct%202022%2014:22:47%20GMT	https://actionrefund.com/additional-11/%22data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQCAYAAAAf8/9hAAABHklEQVQ4EaVTO26DQBD1ohQWaS2lg9JybZ+AK7hNwx2oIoVf4UPQ0Lj1FdKktevIpel8AKNUkDcWMxpgSaIEaTVv3sx7uztiTdu2s/98DywOw3Dued4Who/M2aIx5lZV1aEsy0+qiwHELyi+Ytl0PQ69SxAxkWIA4RMRTdNsKE59juMcuZd6xIAFeZ6fGCdJ8kY4y7KAuTRNGd7jyEBXsdOPE3a0QGPsniOnnYMO67LgSQN9T41F2QGrQRRFCwyzoIF2qyBuKKbcOgPXdVeY9rMWgNsjf9ccYesJhk3f5dYT1HX9gR0LLQR30TnjkUEcx2uIuS4RnI+aj6sJR0AM8AaumPaM/rRehyWhXqbFAA9kh3/8/NvHxAYGAsZ/il8IalkCLBfNVAAAAABJRU5ErkJggg==%22	C:/My%20Web%20Sites/Action/actionrefund.com/additional-11/_data_image/png;base64,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQCAYA/9hAAABHklEQVQ4EaVTO26DQBD1ohQWaS2lg9JybZ+AK7hNw/98DywOw3Dued4Who/M2aIx5lZV1aEsy0+qiwHELyi+Ytl0PQ69/il8IalkCLBfNVAAAAABJRU5	(from https://actionrefund.com/additional-11/)
17:22:48	177345/177345	---MCZ	200	added ('OK')	text/html	date:Thu,%2020%20Oct%202022%2014:22:47%20GMT	https://actionrefund.com/new-action-testimonialsde/	C:/My%20Web%20Sites/Action/actionrefund.com/new-action-testimonialsde/index.html	(from https://actionrefund.com/new-action-testimonials/)
17:22:48	177363/177363	---MCZ	200	added ('OK')	text/html	date:Thu,%2020%20Oct%202022%2014:22:47%20GMT	https://actionrefund.com/new-action-testimonialsfr/	C:/My%20Web%20Sites/Action/actionrefund.com/new-action-testimonialsfr/index.html	(from https://actionrefund.com/new-action-testimonials/)
17:22:48	3082/3082	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2019%20Sep%202022%2012:01:09%20GMT	https://actionrefund.com/wp-content/themes/coelix/reworkUtils2.js	C:/My%20Web%20Sites/Action/actionrefund.com/wp-content/themes/coelix/reworkUtils2.js	(from https://actionrefund.com/new-action-testimonials/)
17:22:48	21892/21892	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2018%20Oct%202022%2012:22:57%20GMT	https://actionrefund.com/wp-content/themes/coelix/new4-main.js?1140548484	C:/My%20Web%20Sites/Action/actionrefund.com/wp-content/themes/coelix/new4-mainbf31.js	(from https://actionrefund.com/new-action-testimonials/)
17:22:48	100391/100391	---M-Z	200	added ('OK')	text/css	date:Tue,%2018%20Oct%202022%2012:39:16%20GMT	https://actionrefund.com/wp-content/themes/coelix/newabout32.css?702663968	C:/My%20Web%20Sites/Action/actionrefund.com/wp-content/themes/coelix/newabout322ed0.css	(from https://actionrefund.com/new-action-faq/)
17:22:48	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2020%20Oct%202022%2014:22:48%20GMT	https://actionrefund.com/new-action-testimonials/%22data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQCAYAAAAf8/9hAAABHklEQVQ4EaVTO26DQBD1ohQWaS2lg9JybZ+AK7hNwx2oIoVf4UPQ0Lj1FdKktevIpel8AKNUkDcWMxpgSaIEaTVv3sx7uztiTdu2s/98DywOw3Dued4Who/M2aIx5lZV1aEsy0+qiwHELyi+Ytl0PQ69SxAxkWIA4RMRTdNsKE59juMcuZd6xIAFeZ6fGCdJ8kY4y7KAuTRNGd7jyEBXsdOPE3a0QGPsniOnnYMO67LgSQN9T41F2QGrQRRFCwyzoIF2qyBuKKbcOgPXdVeY9rMWgNsjf9ccYesJhk3f5dYT1HX9gR0LLQR30TnjkUEcx2uIuS4RnI+aj6sJR0AM8AaumPaM/rRehyWhXqbFAA9kh3/8/NvHxAYGAsZ/il8IalkCLBfNVAAAAABJRU5ErkJggg==%22	C:/My%20Web%20Sites/Action/actionrefund.com/new-action-testimonials/_data_image/png;base64,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQCAYA/9hAAABHklEQVQ4EaVTO26DQBD1ohQWaS2lg9JybZ+AK7hNw/98DywOw3Dued4Who/M2aIx5lZV1aEsy0+qiwHELy/il8IalkCLBfNVAAAAABJRU5	(from https://actionrefund.com/new-action-testimonials/)
17:22:48	4286/4286	---M-Z	200	added ('OK')	image/x-icon	date:Mon,%2013%20Jun%202022%2020:27:52%20GMT	https://actionrefund.com/wp-content/uploads/2022/06/favicon.ico?554087711	C:/My%20Web%20Sites/Action/actionrefund.com/wp-content/uploads/2022/06/favicon1c9d.ico	(from https://actionrefund.com/new-action-faq/)
17:22:49	21892/21892	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2018%20Oct%202022%2012:22:57%20GMT	https://actionrefund.com/wp-content/themes/coelix/new4-main.js?1838151138	C:/My%20Web%20Sites/Action/actionrefund.com/wp-content/themes/coelix/new4-maind2ce.js	(from https://actionrefund.com/new-action-faq/)
17:22:49	178914/178914	---MCZ	200	added ('OK')	text/html	date:Thu,%2020%20Oct%202022%2014:22:48%20GMT	https://actionrefund.com/new-action-faqde/	C:/My%20Web%20Sites/Action/actionrefund.com/new-action-faqde/index.html	(from https://actionrefund.com/new-action-faq/)
17:22:49	178801/178801	---MCZ	200	added ('OK')	text/html	date:Thu,%2020%20Oct%202022%2014:22:48%20GMT	https://actionrefund.com/new-action-faqfr/	C:/My%20Web%20Sites/Action/actionrefund.com/new-action-faqfr/index.html	(from https://actionrefund.com/new-action-faq/)
17:22:49	100391/100391	---M-Z	200	added ('OK')	text/css	date:Tue,%2018%20Oct%202022%2012:39:16%20GMT	https://actionrefund.com/wp-content/themes/coelix/newabout32.css?2093124582	C:/My%20Web%20Sites/Action/actionrefund.com/wp-content/themes/coelix/newabout3238be.css	(from https://actionrefund.com/new-action-articles-1/)
17:22:50	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2020%20Oct%202022%2014:22:49%20GMT	https://actionrefund.com/new-action-faq/%22data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQCAYAAAAf8/9hAAABHklEQVQ4EaVTO26DQBD1ohQWaS2lg9JybZ+AK7hNwx2oIoVf4UPQ0Lj1FdKktevIpel8AKNUkDcWMxpgSaIEaTVv3sx7uztiTdu2s/98DywOw3Dued4Who/M2aIx5lZV1aEsy0+qiwHELyi+Ytl0PQ69SxAxkWIA4RMRTdNsKE59juMcuZd6xIAFeZ6fGCdJ8kY4y7KAuTRNGd7jyEBXsdOPE3a0QGPsniOnnYMO67LgSQN9T41F2QGrQRRFCwyzoIF2qyBuKKbcOgPXdVeY9rMWgNsjf9ccYesJhk3f5dYT1HX9gR0LLQR30TnjkUEcx2uIuS4RnI+aj6sJR0AM8AaumPaM/rRehyWhXqbFAA9kh3/8/NvHxAYGAsZ/il8IalkCLBfNVAAAAABJRU5ErkJggg==%22	C:/My%20Web%20Sites/Action/actionrefund.com/new-action-faq/_data_image/png;base64,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQCAYA/9hAAABHklEQVQ4EaVTO26DQBD1ohQWaS2lg9JybZ+AK7hNw/98DywOw3Dued4Who/M2aIx5lZV1aEsy0+qiwHELyi+Ytl0PQ6/il8IalkCLBfNVAAAAABJRU5	(from https://actionrefund.com/new-action-faq/)
17:22:50	4286/4286	---M-Z	200	added ('OK')	image/x-icon	date:Mon,%2013%20Jun%202022%2020:27:52%20GMT	https://actionrefund.com/wp-content/uploads/2022/06/favicon.ico?1193918270	C:/My%20Web%20Sites/Action/actionrefund.com/wp-content/uploads/2022/06/faviconf66b.ico	(from https://actionrefund.com/new-action-articles-1/)
17:22:50	85766/85766	---MCZ	200	added ('OK')	text/html	date:Thu,%2020%20Oct%202022%2014:22:50%20GMT	https://actionrefund.com/services/	C:/My%20Web%20Sites/Action/actionrefund.com/services/index.html	(from https://actionrefund.com/new-action-articles-1/)
17:22:50	185194/185194	---MCZ	200	added ('OK')	text/html	date:Thu,%2020%20Oct%202022%2014:22:50%20GMT	https://actionrefund.com/new-action-articles-fr-1/	C:/My%20Web%20Sites/Action/actionrefund.com/new-action-articles-fr-1/index.html	(from https://actionrefund.com/new-action-articles-1/)
17:22:51	314443/314443	---M--	200	added ('OK')	image/png	date:Fri,%2012%20Feb%202021%2012:39:01%20GMT	https://actionrefund.com/wp-content/uploads/2021/02/isignthisifxexpo-1024x691MIN.png	C:/My%20Web%20Sites/Action/actionrefund.com/wp-content/uploads/2021/02/isignthisifxexpo-1024x691MIN.png	(from https://actionrefund.com/new-action-articles-1/)
17:22:51	79673/79673	---M--	200	added ('OK')	image/png	date:Tue,%2026%20Oct%202021%2011:19:51%20GMT	https://actionrefund.com/wp-content/uploads/2021/10/article1.png	C:/My%20Web%20Sites/Action/actionrefund.com/wp-content/uploads/2021/10/article1.png	(from https://actionrefund.com/new-action-articles-1/)
17:22:51	184873/184873	---MCZ	200	added ('OK')	text/html	date:Thu,%2020%20Oct%202022%2014:22:50%20GMT	https://actionrefund.com/new-action-articles-de-1/	C:/My%20Web%20Sites/Action/actionrefund.com/new-action-articles-de-1/index.html	(from https://actionrefund.com/new-action-articles-1/)
17:22:51	190655/190655	---MCZ	200	added ('OK')	text/html	date:Thu,%2020%20Oct%202022%2014:22:50%20GMT	https://actionrefund.com/new-action-articles-2/	C:/My%20Web%20Sites/Action/actionrefund.com/new-action-articles-2/index.html	(from https://actionrefund.com/new-action-articles-1/)
17:22:51	21892/21892	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2018%20Oct%202022%2012:22:57%20GMT	https://actionrefund.com/wp-content/themes/coelix/new4-main.js?394938874	C:/My%20Web%20Sites/Action/actionrefund.com/wp-content/themes/coelix/new4-maind97f.js	(from https://actionrefund.com/new-action-articles-1/)
17:22:52	190341/190341	---MCZ	200	added ('OK')	text/html	date:Thu,%2020%20Oct%202022%2014:22:51%20GMT	https://actionrefund.com/new-action-articles-3/	C:/My%20Web%20Sites/Action/actionrefund.com/new-action-articles-3/index.html	(from https://actionrefund.com/new-action-articles-1/)
17:22:52	100391/100391	---M-Z	200	added ('OK')	text/css	date:Tue,%2018%20Oct%202022%2012:39:16%20GMT	https://actionrefund.com/wp-content/themes/coelix/newabout32.css?407645124	C:/My%20Web%20Sites/Action/actionrefund.com/wp-content/themes/coelix/newabout32c4a5.css	(from https://actionrefund.com/new-action-contacts/)
17:22:52	190646/190646	---MCZ	200	added ('OK')	text/html	date:Thu,%2020%20Oct%202022%2014:22:51%20GMT	https://actionrefund.com/new-action-articles-4/	C:/My%20Web%20Sites/Action/actionrefund.com/new-action-articles-4/index.html	(from https://actionrefund.com/new-action-articles-1/)
17:22:52	4286/4286	---M-Z	200	added ('OK')	image/x-icon	date:Mon,%2013%20Jun%202022%2020:27:52%20GMT	https://actionrefund.com/wp-content/uploads/2022/06/favicon.ico?532669054	C:/My%20Web%20Sites/Action/actionrefund.com/wp-content/uploads/2022/06/favicon1b55.ico	(from https://actionrefund.com/new-action-contacts/)
17:22:53	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2020%20Oct%202022%2014:22:52%20GMT	https://actionrefund.com/new-action-articles-1/%22data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQCAYAAAAf8/9hAAABHklEQVQ4EaVTO26DQBD1ohQWaS2lg9JybZ+AK7hNwx2oIoVf4UPQ0Lj1FdKktevIpel8AKNUkDcWMxpgSaIEaTVv3sx7uztiTdu2s/98DywOw3Dued4Who/M2aIx5lZV1aEsy0+qiwHELyi+Ytl0PQ69SxAxkWIA4RMRTdNsKE59juMcuZd6xIAFeZ6fGCdJ8kY4y7KAuTRNGd7jyEBXsdOPE3a0QGPsniOnnYMO67LgSQN9T41F2QGrQRRFCwyzoIF2qyBuKKbcOgPXdVeY9rMWgNsjf9ccYesJhk3f5dYT1HX9gR0LLQR30TnjkUEcx2uIuS4RnI+aj6sJR0AM8AaumPaM/rRehyWhXqbFAA9kh3/8/NvHxAYGAsZ/il8IalkCLBfNVAAAAABJRU5ErkJggg==%22	C:/My%20Web%20Sites/Action/actionrefund.com/new-action-articles-1/_data_image/png;base64,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQCAYA/9hAAABHklEQVQ4EaVTO26DQBD1ohQWaS2lg9JybZ+AK7hNw/98DywOw3Dued4Who/M2aIx5lZV1aEsy0+qiwHELyi+/il8IalkCLBfNVAAAAABJRU5	(from https://actionrefund.com/new-action-articles-1/)
17:22:53	172627/172627	---MCZ	200	added ('OK')	text/html	date:Thu,%2020%20Oct%202022%2014:22:52%20GMT	https://actionrefund.com/new-action-contactsfr/	C:/My%20Web%20Sites/Action/actionrefund.com/new-action-contactsfr/index.html	(from https://actionrefund.com/new-action-contacts/)
17:22:53	172758/172758	---MCZ	200	added ('OK')	text/html	date:Thu,%2020%20Oct%202022%2014:22:52%20GMT	https://actionrefund.com/new-action-contactsde/	C:/My%20Web%20Sites/Action/actionrefund.com/new-action-contactsde/index.html	(from https://actionrefund.com/new-action-contacts/)
17:22:53	680/680	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2007%20Dec%202021%2010:34:09%20GMT	https://actionrefund.com/wp-content/themes/coelix/legal.js?69869137	C:/My%20Web%20Sites/Action/actionrefund.com/wp-content/themes/coelix/legal344c.js	(from https://actionrefund.com/new-action-contacts/)
17:22:53	21892/21892	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2018%20Oct%202022%2012:22:57%20GMT	https://actionrefund.com/wp-content/themes/coelix/new4-main.js?1907119965	C:/My%20Web%20Sites/Action/actionrefund.com/wp-content/themes/coelix/new4-main53ed.js	(from https://actionrefund.com/new-action-contacts/)
17:22:53	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2020%20Oct%202022%2014:22:53%20GMT	https://actionrefund.com/new-action-contacts/%22data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQCAYAAAAf8/9hAAABHklEQVQ4EaVTO26DQBD1ohQWaS2lg9JybZ+AK7hNwx2oIoVf4UPQ0Lj1FdKktevIpel8AKNUkDcWMxpgSaIEaTVv3sx7uztiTdu2s/98DywOw3Dued4Who/M2aIx5lZV1aEsy0+qiwHELyi+Ytl0PQ69SxAxkWIA4RMRTdNsKE59juMcuZd6xIAFeZ6fGCdJ8kY4y7KAuTRNGd7jyEBXsdOPE3a0QGPsniOnnYMO67LgSQN9T41F2QGrQRRFCwyzoIF2qyBuKKbcOgPXdVeY9rMWgNsjf9ccYesJhk3f5dYT1HX9gR0LLQR30TnjkUEcx2uIuS4RnI+aj6sJR0AM8AaumPaM/rRehyWhXqbFAA9kh3/8/NvHxAYGAsZ/il8IalkCLBfNVAAAAABJRU5ErkJggg==%22	C:/My%20Web%20Sites/Action/actionrefund.com/new-action-contacts/_data_image/png;base64,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQCAYA/9hAAABHklEQVQ4EaVTO26DQBD1ohQWaS2lg9JybZ+AK7hNw/98DywOw3Dued4Who/M2aIx5lZV1aEsy0+qiwHELyi+Yt/il8IalkCLBfNVAAAAABJRU5	(from https://actionrefund.com/new-action-contacts/)
17:22:53	21467/21467	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2017%20Oct%202022%2011:26:23%20GMT	https://actionrefund.com/wp-content/themes/coelix/main-js.js?111466807	C:/My%20Web%20Sites/Action/actionrefund.com/wp-content/themes/coelix/main-jsb8bc.js	(from https://actionrefund.com/new-action-contacts/)
17:22:54	53593/53593	---M-Z	200	added ('OK')	text/css	date:Fri,%2024%20Apr%202020%2015:32:14%20GMT	https://actionrefund.com/wp-includes/css/dist/block-library/style.min.css?ver=5.4.12	C:/My%20Web%20Sites/Action/actionrefund.com/wp-includes/css/dist/block-library/style.minc4ec.css	(from https://actionrefund.com/payment/)
17:22:54	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2020%20Oct%202022%2014:22:53%20GMT	http://actionrefund.com/wp-content/plugins/sitepress-multilingual-cms/templates/language-switchers/legacy-dropdown/style.css?ver=1	C:/My%20Web%20Sites/Action/actionrefund.com/wp-content/plugins/sitepress-multilingual-cms/templates/language-switchers/legacy-dropdown/style.b368b3.delayed	(from https://actionrefund.com/payment/)
17:22:54	743/743	---M-Z	200	added ('OK')	application/rss+xml	etag:%222b8ebdcd4e35f6ff619550939a03f2a4%22	https://actionrefund.com/comments/feed/	C:/My%20Web%20Sites/Action/actionrefund.com/comments/feed/index.html	(from https://actionrefund.com/payment/)
17:22:54	18480/18480	---M-Z	200	added ('OK')	application/rss+xml	etag:%22eb96dc5fb27b96c2a2c91d769b842b1b%22	https://actionrefund.com/feed/	C:/My%20Web%20Sites/Action/actionrefund.com/feed/index.html	(from https://actionrefund.com/payment/)
17:22:55	1757/1757	---M-Z	200	added ('OK')	text/css	date:Fri,%2005%20Feb%202021%2007:11:51%20GMT	https://actionrefund.com/wp-content/plugins/sitepress-multilingual-cms/templates/language-switchers/legacy-dropdown/style.css?ver=1	C:/My%20Web%20Sites/Action/actionrefund.com/wp-content/plugins/sitepress-multilingual-cms/templates/language-switchers/legacy-dropdown/style68b3.css	(from https://actionrefund.com/payment/)
17:22:55	112/112	---MCZ	200	added ('OK')	text/css	date:Fri,%2005%20Feb%202021%2007:11:52%20GMT	https://actionrefund.com/wp-content/plugins/wpml-translation-management/res/css/admin-bar-style.css?ver=2.9.11	C:/My%20Web%20Sites/Action/actionrefund.com/wp-content/plugins/wpml-translation-management/res/css/admin-bar-style562c.css	(from https://actionrefund.com/payment/)
17:22:55	90776/90776	---M-Z	200	added ('OK')	text/css	date:Thu,%2022%20Sep%202022%2011:28:58%20GMT	https://actionrefund.com/wp-content/themes/coelix/dist/main.css?ver=1664539757	C:/My%20Web%20Sites/Action/actionrefund.com/wp-content/themes/coelix/dist/main697d.css	(from https://actionrefund.com/payment/)
17:22:56	15823/15823	---M-Z	200	added ('OK')	text/css	etag:W/%223dcf-yUSO+/Irxvb7u7/rvWVmQrqxN2c%22	https://cdn.jsdelivr.net/npm/select2@4.1.0-beta.1/dist/css/select2.min.css?ver=5.4.12	C:/My%20Web%20Sites/Action/cdn.jsdelivr.net/npm/select2@4.1.0-beta.1/dist/css/select2.minc4ec.css	(from https://actionrefund.com/payment/)
